Source Name	Characteristics [Age]	Characteristics [TimeUnit]	Term Source REF	Characteristics [OrganismPart]	Term Source REF	Characteristics [GrowthCondition]	Characteristics [Organism]	Term Source REF	Characteristics [StrainOrLine]	Characteristics [OrganismPart]	Term Source REF	Characteristics [BioSourceType]	Characteristics [BioSourceProvider]	Characteristics [DevelopmentalStage]	Protocol REF	Protocol REF	Sample Name	Protocol REF	Extract Name	Material Type	Term Source REF	Labeled Extract Name	Label	Material Type	Term Source REF	Protocol REF	Hybridization Name	Array Design REF	Term Source REF	Comment [Array Design URI]	Protocol REF	Factor Value [Time]	Unit [TimeUnit]	Factor Value [StrainOrLine]	Factor Value [GrowthCondition]	Factor Value [OrganismPart]	Term Source REF	Scan Name	Array Data File	Comment [ArrayExpress FTP file]	Comment [ArrayExpress Data Retrieval URI]	Protocol REF	Derived Array Data Matrix File	Comment [Derived ArrayExpress FTP file]	Comment [Derived ArrayExpress Data Retrieval URI]	
3373_3363_3369	3 weeks old	days	The MGED Ontology	thymus	NCI_thesaurus	control	Gallus gallus	EFO	susceptible (line7)	spleen	NCI_thesaurus	Frozen	Pete Kaiser, Institute of Animal Health, Compton, UK	chick	P-TABM-3840	P-TABM-3835	3373_3363_3369	P-TABM-3834	3373_3363_3369	total_RNA	The MGED Ontology	3373_3363_3369_labeled	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-HYBRIDIZATION	732_0150_Burt_731_spleenpool26	A-AFFY-103	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-103	P-AFFY-6	3	d	susceptible (line7)	control	spleen	NCI_thesaurus	732_0150_Burt_731_spleenpool26	732_0150_Burt_731_spleenpool26.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	Affymetrix:Protocol:plier-mm_xxx	E-TABM-721-processed-data-1762950384.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	
3779_3784_3759	3 weeks old	days	The MGED Ontology	thymus	NCI_thesaurus	control	Gallus gallus	EFO	resistant (line6)	spleen	NCI_thesaurus	Frozen	Pete Kaiser, Institute of Animal Health, Compton, UK	chick	P-TABM-3840	P-TABM-3835	3779_3784_3759	P-TABM-3834	3779_3784_3759	total_RNA	The MGED Ontology	3779_3784_3759_labeled	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-HYBRIDIZATION	848_0150_Burt_780_thymuspool13	A-AFFY-103	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-103	P-AFFY-6	4	d	resistant (line6)	control	thymus	NCI_thesaurus	848_0150_Burt_780_thymuspool13	848_0150_Burt_780_thymuspool13.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	Affymetrix:Protocol:plier-mm_xxx	E-TABM-721-processed-data-1762950384.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	
3386_3347_3351	3 weeks old	days	The MGED Ontology	thymus	NCI_thesaurus	control	Gallus gallus	EFO	susceptible (line7)	spleen	NCI_thesaurus	Frozen	Pete Kaiser, Institute of Animal Health, Compton, UK	chick	P-TABM-3840	P-TABM-3835	3386_3347_3351	P-TABM-3834	3386_3347_3351	total_RNA	The MGED Ontology	3386_3347_3351_labeled	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-HYBRIDIZATION	779_0150_Burt_695_spleenpool21	A-AFFY-103	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-103	P-AFFY-6	2	d	susceptible (line7)	control	spleen	NCI_thesaurus	779_0150_Burt_695_spleenpool21	779_0150_Burt_695_spleenpool21.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	Affymetrix:Protocol:plier-mm_xxx	E-TABM-721-processed-data-1762950384.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	
3748_3797_3755	3 weeks old	days	The MGED Ontology	thymus	NCI_thesaurus	control	Gallus gallus	EFO	resistant (line6)	spleen	NCI_thesaurus	Frozen	Pete Kaiser, Institute of Animal Health, Compton, UK	chick	P-TABM-3840	P-TABM-3835	3748_3797_3755	P-TABM-3834	3748_3797_3755	total_RNA	The MGED Ontology	3748_3797_3755_labeled	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-HYBRIDIZATION	769_0150_Burt_685_spleenpool1	A-AFFY-103	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-103	P-AFFY-6	2	d	resistant (line6)	control	spleen	NCI_thesaurus	769_0150_Burt_685_spleenpool1	769_0150_Burt_685_spleenpool1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	Affymetrix:Protocol:plier-mm_xxx	E-TABM-721-processed-data-1762950384.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	
3358_3371_3340	3 weeks old	days	The MGED Ontology	thymus	NCI_thesaurus	infected with MDV	Gallus gallus	EFO	susceptible (line7)	spleen	NCI_thesaurus	Frozen	Pete Kaiser, Institute of Animal Health, Compton, UK	chick	P-TABM-3840	P-TABM-3835	3358_3371_3340	P-TABM-3834	3358_3371_3340	total_RNA	The MGED Ontology	3358_3371_3340_labeled	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-HYBRIDIZATION	786_0150_Burt_702_spleenpool35	A-AFFY-103	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-103	P-AFFY-6	4	d	susceptible (line7)	infected with MDV	spleen	NCI_thesaurus	786_0150_Burt_702_spleenpool35	786_0150_Burt_702_spleenpool35.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	Affymetrix:Protocol:plier-mm_xxx	E-TABM-721-processed-data-1762950384.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	
3796_3756_3763	3 weeks old	days	The MGED Ontology	thymus	NCI_thesaurus	infected with MDV	Gallus gallus	EFO	resistant (line6)	spleen	NCI_thesaurus	Frozen	Pete Kaiser, Institute of Animal Health, Compton, UK	chick	P-TABM-3840	P-TABM-3835	3796_3756_3763	P-TABM-3834	3796_3756_3763	total_RNA	The MGED Ontology	3796_3756_3763_labeled	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-HYBRIDIZATION	825_0150_Burt_811_thymuspool4	A-AFFY-103	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-103	P-AFFY-6	2	d	resistant (line6)	infected with MDV	thymus	NCI_thesaurus	825_0150_Burt_811_thymuspool4	825_0150_Burt_811_thymuspool4.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	Affymetrix:Protocol:plier-mm_xxx	E-TABM-721-processed-data-1762950384.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	
3778_3781_3741	3 weeks old	days	The MGED Ontology	thymus	NCI_thesaurus	infected with MDV	Gallus gallus	EFO	resistant (line6)	spleen	NCI_thesaurus	Frozen	Pete Kaiser, Institute of Animal Health, Compton, UK	chick	P-TABM-3840	P-TABM-3835	3778_3781_3741	P-TABM-3834	3778_3781_3741	total_RNA	The MGED Ontology	3778_3781_3741_labeled	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-HYBRIDIZATION	727_0150_Burt_726_spleenpool16	A-AFFY-103	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-103	P-AFFY-6	4	d	resistant (line6)	infected with MDV	spleen	NCI_thesaurus	727_0150_Burt_726_spleenpool16	727_0150_Burt_726_spleenpool16.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	Affymetrix:Protocol:plier-mm_xxx	E-TABM-721-processed-data-1762950384.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	
3353_3375_3372	3 weeks old	days	The MGED Ontology	thymus	NCI_thesaurus	infected with MDV	Gallus gallus	EFO	susceptible (line7)	spleen	NCI_thesaurus	Frozen	Pete Kaiser, Institute of Animal Health, Compton, UK	chick	P-TABM-3840	P-TABM-3835	3353_3375_3372	P-TABM-3834	3353_3375_3372	total_RNA	The MGED Ontology	3353_3375_3372_labeled	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-HYBRIDIZATION	841_0150_Burt_827_thymuspool36	A-AFFY-103	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-103	P-AFFY-6	4	d	susceptible (line7)	infected with MDV	thymus	NCI_thesaurus	841_0150_Burt_827_thymuspool36	841_0150_Burt_827_thymuspool36.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	Affymetrix:Protocol:plier-mm_xxx	E-TABM-721-processed-data-1762950384.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	
3793_3792	3 weeks old	days	The MGED Ontology	thymus	NCI_thesaurus	control	Gallus gallus	EFO	resistant (line6)	spleen	NCI_thesaurus	Frozen	Pete Kaiser, Institute of Animal Health, Compton, UK	chick	P-TABM-3840	P-TABM-3835	3793_3792	P-TABM-3834	3793_3792	total_RNA	The MGED Ontology	3793_3792_labeled	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-HYBRIDIZATION	770_0150_Burt_686_spleenpool3	A-AFFY-103	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-103	P-AFFY-6	2	d	resistant (line6)	control	spleen	NCI_thesaurus	770_0150_Burt_686_spleenpool3	770_0150_Burt_686_spleenpool3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	Affymetrix:Protocol:plier-mm_xxx	E-TABM-721-processed-data-1762950384.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	
3373_3363_3369	3 weeks old	days	The MGED Ontology	thymus	NCI_thesaurus	control	Gallus gallus	EFO	susceptible (line7)	spleen	NCI_thesaurus	Frozen	Pete Kaiser, Institute of Animal Health, Compton, UK	chick	P-TABM-3840	P-TABM-3835	3373_3363_3369	P-TABM-3834	3373_3363_3369	total_RNA	The MGED Ontology	3373_3363_3369_labeled	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-HYBRIDIZATION	836_0150_Burt_822_thymuspool26	A-AFFY-103	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-103	P-AFFY-6	3	d	susceptible (line7)	control	thymus	NCI_thesaurus	836_0150_Burt_822_thymuspool26	836_0150_Burt_822_thymuspool26.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	Affymetrix:Protocol:plier-mm_xxx	E-TABM-721-processed-data-1762950384.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	
3352_3351_3360	3 weeks old	days	The MGED Ontology	thymus	NCI_thesaurus	control	Gallus gallus	EFO	susceptible (line7)	spleen	NCI_thesaurus	Frozen	Pete Kaiser, Institute of Animal Health, Compton, UK	chick	P-TABM-3840	P-TABM-3835	3352_3351_3360	P-TABM-3834	3352_3351_3360	total_RNA	The MGED Ontology	3352_3351_3360_labeled	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-HYBRIDIZATION	851_0150_Burt_783_thymuspool19	A-AFFY-103	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-103	P-AFFY-6	2	d	susceptible (line7)	control	thymus	NCI_thesaurus	851_0150_Burt_783_thymuspool19	851_0150_Burt_783_thymuspool19.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	Affymetrix:Protocol:plier-mm_xxx	E-TABM-721-processed-data-1762950384.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	
3365_3337	3 weeks old	days	The MGED Ontology	thymus	NCI_thesaurus	infected with MDV	Gallus gallus	EFO	susceptible (line7)	spleen	NCI_thesaurus	Frozen	Pete Kaiser, Institute of Animal Health, Compton, UK	chick	P-TABM-3840	P-TABM-3835	3365_3337	P-TABM-3834	3365_3337	total_RNA	The MGED Ontology	3365_3337_labeled	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-HYBRIDIZATION	835_0150_Burt_821_thymuspool24	A-AFFY-103	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-103	P-AFFY-6	2	d	susceptible (line7)	infected with MDV	thymus	NCI_thesaurus	835_0150_Burt_821_thymuspool24	835_0150_Burt_821_thymuspool24.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	Affymetrix:Protocol:plier-mm_xxx	E-TABM-721-processed-data-1762950384.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	
3771_3787_3789	3 weeks old	days	The MGED Ontology	thymus	NCI_thesaurus	infected with MDV	Gallus gallus	EFO	resistant (line6)			Frozen	Pete Kaiser, Institute of Animal Health, Compton, UK	chick	P-TABM-3840	P-TABM-3835	3771_3787_3789	P-TABM-3834	3771_3787_3789	total_RNA	The MGED Ontology	3771_3787_3789_labeled	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-HYBRIDIZATION	829_0150_Burt_815_thymuspool12	A-AFFY-103	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-103	P-AFFY-6	3	d	resistant (line6)	infected with MDV	thymus	NCI_thesaurus	829_0150_Burt_815_thymuspool12	829_0150_Burt_815_thymuspool12.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	Affymetrix:Protocol:plier-mm_xxx	E-TABM-721-processed-data-1762950384.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	
3752_3757_3769	3 weeks old	days	The MGED Ontology	thymus	NCI_thesaurus	infected with MDV	Gallus gallus	EFO	resistant (line6)	spleen	NCI_thesaurus	Frozen	Pete Kaiser, Institute of Animal Health, Compton, UK	chick	P-TABM-3840	P-TABM-3835	3752_3757_3769	P-TABM-3834	3752_3757_3769	total_RNA	The MGED Ontology	3752_3757_3769_labeled	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-HYBRIDIZATION	847_0150_Burt_779_thymuspool11	A-AFFY-103	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-103	P-AFFY-6	3	d	resistant (line6)	infected with MDV	thymus	NCI_thesaurus	847_0150_Burt_779_thymuspool11	847_0150_Burt_779_thymuspool11.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	Affymetrix:Protocol:plier-mm_xxx	E-TABM-721-processed-data-1762950384.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	
3785_3774_3775	3 weeks old	days	The MGED Ontology	thymus	NCI_thesaurus	control	Gallus gallus	EFO	resistant (line6)	spleen	NCI_thesaurus	Frozen	Pete Kaiser, Institute of Animal Health, Compton, UK	chick	P-TABM-3840	P-TABM-3835	3785_3774_3775	P-TABM-3834	3785_3774_3775	total_RNA	The MGED Ontology	3785_3774_3775_labeled	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-HYBRIDIZATION	824_0150_Burt_810_thymuspool2	A-AFFY-103	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-103	P-AFFY-6	2	d	resistant (line6)	control	thymus	NCI_thesaurus	824_0150_Burt_810_thymuspool2	824_0150_Burt_810_thymuspool2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	Affymetrix:Protocol:plier-mm_xxx	E-TABM-721-processed-data-1762950384.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	
3388_3384_3390	3 weeks old	days	The MGED Ontology	thymus	NCI_thesaurus	infected with MDV	Gallus gallus	EFO	susceptible (line7)	spleen	NCI_thesaurus	Frozen	Pete Kaiser, Institute of Animal Health, Compton, UK	chick	P-TABM-3840	P-TABM-3835	3388_3384_3390	P-TABM-3834	3388_3384_3390	total_RNA	The MGED Ontology	3388_3384_3390_labeled	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-HYBRIDIZATION	734_0150_Burt_733_spleenpool30	A-AFFY-103	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-103	P-AFFY-6	3	d	susceptible (line7)	infected with MDV	spleen	NCI_thesaurus	734_0150_Burt_733_spleenpool30	734_0150_Burt_733_spleenpool30.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	Affymetrix:Protocol:plier-mm_xxx	E-TABM-721-processed-data-1762950384.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	
3788_3791_3800	3 weeks old	days	The MGED Ontology	thymus	NCI_thesaurus	control	Gallus gallus	EFO	resistant (line6)	spleen	NCI_thesaurus	Frozen	Pete Kaiser, Institute of Animal Health, Compton, UK	chick	P-TABM-3840	P-TABM-3835	3788_3791_3800	P-TABM-3834	3788_3791_3800	total_RNA	The MGED Ontology	3788_3791_3800_labeled	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-HYBRIDIZATION	846_0150_Burt_778_thymuspool9	A-AFFY-103	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-103	P-AFFY-6	3	d	resistant (line6)	control	thymus	NCI_thesaurus	846_0150_Burt_778_thymuspool9	846_0150_Burt_778_thymuspool9.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	Affymetrix:Protocol:plier-mm_xxx	E-TABM-721-processed-data-1762950384.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	
3355_3370_3378	3 weeks old	days	The MGED Ontology	thymus	NCI_thesaurus	infected with MDV	Gallus gallus	EFO	susceptible (line7)	spleen	NCI_thesaurus	Frozen	Pete Kaiser, Institute of Animal Health, Compton, UK	chick	P-TABM-3840	P-TABM-3835	3355_3370_3378	P-TABM-3834	3355_3370_3378	total_RNA	The MGED Ontology	3355_3370_3378_labeled	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-HYBRIDIZATION	834_0150_Burt_820_thymuspool22	A-AFFY-103	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-103	P-AFFY-6	2	d	susceptible (line7)	infected with MDV	thymus	NCI_thesaurus	834_0150_Burt_820_thymuspool22	834_0150_Burt_820_thymuspool22.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	Affymetrix:Protocol:plier-mm_xxx	E-TABM-721-processed-data-1762950384.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	
3387_3377_3382	3 weeks old	days	The MGED Ontology	thymus	NCI_thesaurus	control	Gallus gallus	EFO	susceptible (line7)	spleen	NCI_thesaurus	Frozen	Pete Kaiser, Institute of Animal Health, Compton, UK	chick	P-TABM-3840	P-TABM-3835	3387_3377_3382	P-TABM-3834	3387_3377_3382	total_RNA	The MGED Ontology	3387_3377_3382_labeled	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-HYBRIDIZATION	839_0150_Burt_825_thymuspool32	A-AFFY-103	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-103	P-AFFY-6	4	d	susceptible (line7)	control	thymus	NCI_thesaurus	839_0150_Burt_825_thymuspool32	839_0150_Burt_825_thymuspool32.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	Affymetrix:Protocol:plier-mm_xxx	E-TABM-721-processed-data-1762950384.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	
3362_3374_3379	3 weeks old	days	The MGED Ontology	thymus	NCI_thesaurus	infected with MDV	Gallus gallus	EFO	susceptible (line7)	spleen	NCI_thesaurus	Frozen	Pete Kaiser, Institute of Animal Health, Compton, UK	chick	P-TABM-3840	P-TABM-3835	3362_3374_3379	P-TABM-3834	3362_3374_3379	total_RNA	The MGED Ontology	3362_3374_3379_labeled	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-HYBRIDIZATION	837_0150_Burt_823_thymuspool28	A-AFFY-103	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-103	P-AFFY-6	3	d	susceptible (line7)	infected with MDV	thymus	NCI_thesaurus	837_0150_Burt_823_thymuspool28	837_0150_Burt_823_thymuspool28.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	Affymetrix:Protocol:plier-mm_xxx	E-TABM-721-processed-data-1762950384.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	
3358_3371_3340	3 weeks old	days	The MGED Ontology	thymus	NCI_thesaurus	infected with MDV	Gallus gallus	EFO	susceptible (line7)	spleen	NCI_thesaurus	Frozen	Pete Kaiser, Institute of Animal Health, Compton, UK	chick	P-TABM-3840	P-TABM-3835	3358_3371_3340	P-TABM-3834	3358_3371_3340	total_RNA	The MGED Ontology	3358_3371_3340_labeled	biotin	synthetic_DNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-HYBRIDIZATION	859_0150_Burt_791_thymuspool35	A-AFFY-103	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-103	P-AFFY-6	4	d	susceptible (line7)	infected with MDV	thymus	NCI_thesaurus	859_0150_Burt_791_thymuspool35	859_0150_Burt_791_thymuspool35.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	Affymetrix:Protocol:plier-mm_xxx	E-TABM-721-processed-data-1762950384.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-721/E-TABM-721.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1762950356	
